timestamp,phase,airspeed_kts,altitude_ft,pitch_deg,roll_deg,yaw_deg,engine_rpm_pct,egt_c,fuel_flow_kgph,oil_pressure_psi,oil_temp_c,vibration_g,ambient_temp_c,anomaly_type
2026-02-01 09:56:20,cruise,360.55,9047.0,-0.03,-0.28,0.11,82.04,720.18,1652.76,57.11,82.1,0.804,-3.02,none
2026-02-01 09:56:21,cruise,360.72,9046.9,-0.0,-0.28,0.13,82.07,719.41,1652.6,57.1,82.07,0.802,-2.98,none
2026-02-01 09:56:22,cruise,360.59,9047.6,0.0,-0.26,0.23,82.15,718.89,1648.59,57.07,82.1,0.804,-2.98,none
2026-02-01 09:56:23,cruise,360.65,9047.9,0.01,-0.22,0.27,82.12,718.99,1647.0,57.01,82.08,0.798,-2.98,none
2026-02-01 09:56:24,cruise,360.73,9047.6,-0.04,-0.17,0.16,82.06,719.27,1646.73,56.94,82.05,0.798,-2.98,none
2026-02-01 09:56:25,cruise,360.77,9048.2,-0.08,-0.2,0.14,82.04,718.35,1645.86,56.94,82.01,0.803,-2.96,none
2026-02-01 09:56:26,cruise,360.76,9048.4,-0.06,-0.19,0.09,82.01,718.89,1645.51,56.91,82.0,0.804,-3.02,none
2026-02-01 09:56:27,cruise,360.55,9048.8,-0.02,-0.22,0.09,82.02,720.12,1641.28,56.93,82.04,0.798,-2.98,none
2026-02-01 09:56:28,cruise,360.34,9048.4,-0.02,-0.17,0.04,82.05,719.43,1642.93,56.83,82.01,0.802,-3.0,none
2026-02-01 09:56:29,cruise,360.16,9048.5,-0.03,-0.21,-0.03,82.13,719.75,1644.5,56.79,82.04,0.801,-3.02,none
2026-02-01 09:56:30,cruise,360.02,9048.6,-0.02,-0.24,-0.0,82.08,719.79,1647.23,56.77,82.06,0.795,-3.03,none
2026-02-01 09:56:31,cruise,359.93,9048.6,-0.05,-0.21,-0.09,82.03,721.01,1650.5,56.8,82.08,0.797,-3.06,none
2026-02-01 09:56:32,cruise,359.96,9048.5,-0.04,-0.19,-0.12,81.98,722.18,1650.2,56.91,82.09,0.801,-3.07,none
2026-02-01 09:56:33,cruise,359.99,9048.5,-0.06,-0.2,-0.15,81.97,721.58,1650.73,56.8,82.07,0.81,-3.08,none
2026-02-01 09:56:34,cruise,360.0,9048.7,-0.06,-0.23,-0.16,81.99,721.42,1651.66,56.86,82.08,0.809,-3.04,none
2026-02-01 09:56:35,cruise,360.09,9048.2,-0.05,-0.17,-0.14,82.02,721.43,1651.95,56.84,82.07,0.804,-3.04,none
2026-02-01 09:56:36,cruise,359.81,9047.6,-0.06,-0.17,-0.14,82.0,721.47,1649.28,56.88,82.11,0.799,-3.11,none
2026-02-01 09:56:37,cruise,359.71,9047.7,-0.05,-0.19,-0.16,82.03,720.87,1650.71,56.89,82.08,0.807,-3.14,none
2026-02-01 09:56:38,cruise,359.83,9047.8,-0.05,-0.18,-0.09,82.0,720.58,1648.78,56.93,82.08,0.807,-3.16,none
2026-02-01 09:56:39,cruise,359.63,9047.4,-0.02,-0.18,-0.07,82.06,720.79,1646.89,56.91,82.05,0.805,-3.18,none
2026-02-01 09:56:40,cruise,359.47,9047.1,-0.02,-0.18,-0.03,82.06,720.23,1651.64,56.79,82.1,0.809,-3.18,none
2026-02-01 09:56:41,cruise,359.45,9047.2,-0.02,-0.18,-0.01,82.04,720.94,1658.61,56.79,82.11,0.807,-3.22,none
2026-02-01 09:56:42,cruise,359.36,9047.8,-0.03,-0.1,0.05,82.04,720.08,1660.59,56.77,82.11,0.808,-3.2,none
2026-02-01 09:56:43,cruise,359.33,9047.8,-0.1,-0.07,0.05,82.07,719.26,1661.53,56.79,82.11,0.807,-3.2,none
2026-02-01 09:56:44,cruise,359.51,9047.4,-0.09,-0.15,0.06,82.09,718.7,1661.75,56.76,82.1,0.816,-3.18,none
2026-02-01 09:56:45,cruise,359.21,9047.2,-0.09,-0.1,0.03,82.15,718.26,1662.67,56.73,82.13,0.81,-3.17,none
2026-02-01 09:56:46,cruise,359.31,9047.2,-0.08,-0.1,0.01,82.07,718.28,1662.5,56.75,82.17,0.805,-3.24,none
2026-02-01 09:56:47,cruise,359.39,9047.0,-0.1,-0.13,-0.07,82.02,718.57,1665.52,56.84,82.14,0.81,-3.27,none
2026-02-01 09:56:48,cruise,359.51,9046.8,-0.06,-0.18,-0.14,82.02,718.98,1668.25,56.88,82.17,0.816,-3.31,none
2026-02-01 09:56:49,cruise,359.54,9046.4,-0.01,-0.21,-0.12,82.01,718.69,1667.02,56.93,82.18,0.809,-3.36,none
2026-02-01 09:56:50,cruise,359.55,9046.1,0.01,-0.25,-0.01,82.06,718.57,1672.87,56.9,82.18,0.804,-3.37,none
2026-02-01 09:56:51,cruise,359.74,9046.0,-0.02,-0.23,0.04,82.09,718.18,1669.41,56.94,82.18,0.811,-3.32,none
2026-02-01 09:56:52,cruise,359.69,9045.7,-0.06,-0.26,0.05,82.16,717.17,1673.09,56.91,82.14,0.814,-3.31,none
2026-02-01 09:56:53,cruise,359.78,9045.7,-0.04,-0.29,0.16,82.14,717.3,1670.44,57.02,82.16,0.819,-3.3,none
2026-02-01 09:56:54,cruise,359.9,9045.4,-0.04,-0.26,0.22,82.06,716.61,1668.51,57.04,82.13,0.825,-3.26,none
2026-02-01 09:56:55,cruise,359.99,9045.2,-0.02,-0.18,0.17,82.08,716.3,1668.2,57.02,82.14,0.827,-3.25,none
2026-02-01 09:56:56,cruise,360.04,9045.1,0.01,-0.21,0.2,82.07,716.17,1669.07,56.97,82.12,0.826,-3.25,none
2026-02-01 09:56:57,cruise,360.18,9045.2,-0.0,-0.21,0.26,82.13,716.25,1667.84,56.96,82.09,0.831,-3.28,none
2026-02-01 09:56:58,cruise,360.16,9045.0,-0.0,-0.17,0.25,82.12,715.79,1667.83,56.96,82.08,0.821,-3.28,none
2026-02-01 09:56:59,cruise,360.06,9044.6,-0.01,-0.09,0.29,82.12,716.35,1662.88,56.95,82.09,0.82,-3.29,none
2026-02-01 09:57:00,cruise,359.87,9044.9,-0.06,-0.11,0.24,82.09,716.87,1659.89,56.95,82.1,0.826,-3.28,none
2026-02-01 09:57:01,cruise,359.75,9045.2,-0.06,-0.06,0.21,82.12,717.77,1660.28,56.95,82.13,0.828,-3.25,none
2026-02-01 09:57:02,cruise,359.74,9045.9,-0.07,-0.05,0.23,82.07,718.46,1660.62,56.95,82.09,0.825,-3.22,none
2026-02-01 09:57:03,cruise,359.85,9046.0,-0.09,-0.07,0.24,82.04,718.22,1661.47,56.92,82.1,0.827,-3.2,none
2026-02-01 09:57:04,cruise,360.03,9045.8,-0.1,-0.04,0.28,82.02,718.38,1661.43,57.01,82.09,0.827,-3.25,none
2026-02-01 09:57:05,cruise,360.19,9046.0,-0.08,-0.06,0.24,82.0,718.92,1659.37,57.0,82.08,0.824,-3.21,none
2026-02-01 09:57:06,cruise,360.35,9045.3,-0.1,-0.08,0.16,81.99,718.43,1654.59,57.02,82.08,0.823,-3.16,none
2026-02-01 09:57:07,cruise,360.51,9045.4,-0.09,-0.08,0.15,82.0,719.21,1652.99,57.03,82.07,0.822,-3.2,none
2026-02-01 09:57:08,cruise,360.5,9045.3,-0.03,-0.08,0.23,82.01,719.42,1649.08,57.02,82.06,0.817,-3.17,none
2026-02-01 09:57:09,cruise,360.47,9045.5,-0.02,-0.01,0.23,82.02,719.96,1647.32,57.04,82.03,0.807,-3.19,none
2026-02-01 09:57:10,cruise,360.5,9045.8,-0.02,-0.02,0.15,82.03,719.26,1648.09,57.09,81.98,0.803,-3.18,none
2026-02-01 09:57:11,cruise,360.38,9045.8,0.0,0.0,0.16,82.08,719.78,1645.68,57.11,81.95,0.804,-3.17,none
2026-02-01 09:57:12,cruise,360.34,9045.3,0.01,0.07,0.11,82.06,719.45,1645.08,57.08,81.97,0.811,-3.13,none
2026-02-01 09:57:13,cruise,360.19,9045.4,0.0,0.16,0.15,82.09,719.36,1644.84,57.1,81.95,0.815,-3.07,none
2026-02-01 09:57:14,cruise,360.11,9045.7,-0.02,0.16,0.18,82.07,719.71,1644.99,57.06,81.91,0.82,-3.0,none
2026-02-01 09:57:15,cruise,360.31,9046.2,-0.03,0.18,0.12,82.06,719.91,1639.75,57.07,81.92,0.822,-2.99,none
2026-02-01 09:57:16,cruise,360.34,9046.2,-0.03,0.17,0.07,82.08,719.31,1641.11,56.97,81.9,0.813,-3.0,none
2026-02-01 09:57:17,cruise,360.45,9046.4,-0.0,0.17,0.04,82.02,719.78,1642.86,57.0,81.9,0.814,-3.03,none
2026-02-01 09:57:18,cruise,360.63,9046.8,0.01,0.17,0.0,81.99,718.75,1642.49,56.94,81.9,0.81,-3.01,none
2026-02-01 09:57:19,cruise,360.51,9047.3,0.04,0.24,-0.07,82.0,719.65,1640.55,56.98,81.87,0.803,-3.07,none
2026-02-01 09:57:20,cruise,360.69,9047.1,0.0,0.24,-0.08,81.98,720.21,1641.57,56.97,81.86,0.803,-3.04,none
2026-02-01 09:57:21,cruise,360.51,9047.5,-0.02,0.25,-0.1,82.02,719.18,1641.49,57.04,81.85,0.804,-3.04,none
2026-02-01 09:57:22,cruise,360.4,9047.4,-0.01,0.27,-0.12,82.02,718.11,1641.23,57.04,81.84,0.798,-3.03,none
2026-02-01 09:57:23,cruise,360.41,9047.9,0.02,0.17,-0.12,82.02,718.26,1643.42,57.11,81.84,0.801,-3.03,none
2026-02-01 09:57:24,cruise,360.32,9048.0,0.03,0.17,-0.08,82.02,717.62,1645.84,57.14,81.78,0.806,-3.07,none
2026-02-01 09:57:25,cruise,360.38,9047.8,0.05,0.16,-0.07,82.07,716.89,1649.34,57.11,81.8,0.803,-3.03,none
2026-02-01 09:57:26,cruise,360.44,9047.6,0.03,0.08,-0.07,82.07,716.34,1648.86,57.08,81.76,0.801,-3.03,none
2026-02-01 09:57:27,cruise,360.34,9046.9,0.01,0.01,-0.03,82.07,716.95,1649.29,57.16,81.75,0.795,-3.04,none
2026-02-01 09:57:28,cruise,360.07,9047.0,-0.01,-0.01,-0.06,82.05,717.02,1651.24,57.15,81.76,0.789,-3.01,none
2026-02-01 09:57:29,cruise,360.18,9047.0,0.04,-0.09,-0.15,82.05,716.62,1653.91,57.09,81.8,0.789,-2.97,none
2026-02-01 09:57:30,cruise,360.26,9046.9,-0.03,0.01,-0.16,82.09,716.75,1654.4,57.15,81.81,0.794,-3.01,none
2026-02-01 09:57:31,cruise,359.9,9047.8,-0.03,0.01,-0.07,82.07,717.48,1654.97,57.1,81.79,0.792,-3.04,none
2026-02-01 09:57:32,cruise,359.95,9047.7,-0.05,0.01,-0.15,82.07,716.94,1656.19,57.1,81.82,0.793,-3.04,none
2026-02-01 09:57:33,cruise,359.9,9047.4,-0.08,0.05,-0.27,82.07,717.67,1659.36,57.15,81.83,0.797,-3.07,none
2026-02-01 09:57:34,cruise,359.91,9047.7,-0.06,0.07,-0.23,82.05,717.4,1659.71,57.21,81.81,0.801,-3.1,none
2026-02-01 09:57:35,cruise,359.92,9047.2,-0.08,0.02,-0.12,82.07,718.21,1657.62,57.18,81.82,0.805,-3.12,none
2026-02-01 09:57:36,cruise,360.11,9047.1,-0.11,0.04,-0.16,82.09,717.85,1659.81,57.21,81.86,0.808,-3.08,none
2026-02-01 09:57:37,cruise,360.16,9047.3,-0.08,-0.01,-0.09,82.1,717.94,1659.79,57.23,81.86,0.801,-3.11,none
2026-02-01 09:57:38,cruise,360.36,9047.5,-0.11,-0.05,-0.14,82.06,717.87,1656.53,57.27,81.87,0.799,-3.12,none
2026-02-01 09:57:39,cruise,360.46,9047.4,-0.07,-0.02,-0.14,82.09,717.22,1656.07,57.25,81.93,0.799,-3.17,none
2026-02-01 09:57:40,cruise,360.4,9047.2,-0.11,-0.0,-0.1,82.09,717.72,1654.1,57.24,81.94,0.798,-3.15,none
2026-02-01 09:57:41,cruise,360.18,9047.2,-0.13,-0.03,-0.12,82.04,717.79,1650.5,57.27,81.95,0.803,-3.15,none
2026-02-01 09:57:42,cruise,360.14,9047.8,-0.13,-0.09,-0.06,82.01,717.42,1647.67,57.22,81.95,0.805,-3.12,none
2026-02-01 09:57:43,cruise,360.0,9047.5,-0.16,-0.05,-0.1,81.97,717.82,1647.98,57.25,81.95,0.804,-3.14,none
2026-02-01 09:57:44,cruise,360.16,9047.4,-0.17,-0.07,-0.14,81.97,717.22,1650.13,57.27,82.02,0.809,-3.12,none
2026-02-01 09:57:45,cruise,360.05,9047.2,-0.14,-0.13,-0.13,82.04,717.01,1646.19,57.31,81.98,0.812,-3.16,none
2026-02-01 09:57:46,cruise,360.31,9046.9,-0.14,-0.1,-0.09,81.98,717.26,1642.36,57.25,81.95,0.802,-3.17,none
2026-02-01 09:57:47,cruise,360.33,9046.9,-0.17,-0.14,-0.07,81.95,718.46,1641.92,57.1,81.95,0.807,-3.14,none
2026-02-01 09:57:48,cruise,360.11,9046.2,-0.19,-0.07,-0.05,81.94,718.76,1640.66,57.09,81.95,0.806,-3.13,none
2026-02-01 09:57:49,cruise,360.32,9046.4,-0.19,-0.11,-0.14,81.92,718.87,1643.55,57.1,81.99,0.807,-3.12,none
2026-02-01 09:57:50,cruise,360.44,9046.3,-0.17,-0.07,-0.1,81.93,719.49,1644.22,57.17,81.94,0.811,-3.16,none
2026-02-01 09:57:51,cruise,360.51,9046.3,-0.16,0.03,-0.1,81.89,719.71,1645.31,57.15,81.96,0.804,-3.16,none
2026-02-01 09:57:52,cruise,360.66,9046.3,-0.15,0.06,-0.14,81.86,719.09,1644.53,57.09,82.01,0.812,-3.15,none
2026-02-01 09:57:53,cruise,360.8,9046.4,-0.12,0.1,-0.07,81.89,719.73,1644.65,57.21,82.03,0.821,-3.19,none
2026-02-01 09:57:54,cruise,360.79,9046.5,-0.14,0.17,-0.06,81.87,720.17,1645.37,57.27,82.03,0.826,-3.22,none
2026-02-01 09:57:55,cruise,360.63,9046.3,-0.1,0.14,-0.04,81.79,720.27,1643.33,57.32,82.02,0.819,-3.19,none
2026-02-01 09:57:56,cruise,360.9,9046.1,-0.11,0.15,-0.12,81.83,719.99,1644.16,57.43,82.0,0.822,-3.24,none
2026-02-01 09:57:57,cruise,360.72,9046.1,-0.11,0.19,-0.03,81.8,720.75,1642.7,57.39,81.99,0.822,-3.19,none
2026-02-01 09:57:58,cruise,360.68,9046.2,-0.1,0.18,0.03,81.77,720.53,1642.47,57.38,81.98,0.826,-3.18,none
2026-02-01 09:57:59,cruise,360.67,9046.1,-0.1,0.15,0.06,81.77,721.07,1645.18,57.33,82.02,0.825,-3.16,none
2026-02-01 09:58:00,cruise,361.08,9046.7,-0.08,0.21,0.09,81.71,722.04,1645.33,57.39,82.02,0.825,-3.15,none
2026-02-01 09:58:01,cruise,360.88,9046.8,-0.08,0.2,0.19,81.7,721.85,1643.17,57.41,81.98,0.827,-3.15,none
2026-02-01 09:58:02,cruise,360.84,9046.6,-0.12,0.24,0.14,81.69,722.41,1641.39,57.4,81.97,0.828,-3.15,none
2026-02-01 09:58:03,cruise,360.66,9046.0,-0.12,0.23,0.2,81.7,723.04,1640.91,57.46,81.97,0.829,-3.14,none
2026-02-01 09:58:04,cruise,360.48,9045.5,-0.17,0.15,0.11,81.73,724.01,1640.91,57.49,81.95,0.827,-3.1,none
2026-02-01 09:58:05,cruise,360.43,9045.4,-0.17,0.14,0.12,81.73,723.43,1645.52,57.54,81.94,0.824,-3.1,none
2026-02-01 09:58:06,cruise,360.56,9045.4,-0.15,0.17,0.09,81.76,724.92,1648.39,57.46,81.95,0.827,-3.1,none
2026-02-01 09:58:07,cruise,360.58,9044.7,-0.17,0.21,0.01,81.77,725.85,1648.1,57.53,81.97,0.823,-3.13,none
2026-02-01 09:58:08,cruise,360.75,9044.6,-0.17,0.24,0.04,81.8,726.59,1647.24,57.43,81.95,0.825,-3.07,none
2026-02-01 09:58:09,cruise,360.74,9044.9,-0.16,0.22,0.16,81.81,726.48,1646.23,57.38,81.92,0.823,-3.07,none
2026-02-01 09:58:10,cruise,360.69,9045.3,-0.17,0.25,0.13,81.73,726.81,1647.01,57.36,81.99,0.818,-3.06,none
2026-02-01 09:58:11,cruise,360.43,9045.5,-0.18,0.22,0.1,81.8,725.86,1651.75,57.37,82.01,0.82,-3.09,none
2026-02-01 09:58:12,cruise,360.4,9044.9,-0.15,0.26,0.04,81.8,724.76,1651.37,57.42,82.01,0.821,-3.1,none
2026-02-01 09:58:13,cruise,360.59,9045.9,-0.13,0.28,0.01,81.82,724.9,1654.58,57.44,82.02,0.812,-3.1,none
2026-02-01 09:58:14,cruise,360.46,9045.4,-0.16,0.39,0.08,81.8,724.76,1653.52,57.42,82.03,0.817,-3.11,none
2026-02-01 09:58:15,cruise,360.32,9045.4,-0.19,0.31,0.08,81.75,724.86,1651.3,57.33,82.08,0.816,-3.11,none
2026-02-01 09:58:16,cruise,360.43,9045.8,-0.19,0.24,0.07,81.81,724.81,1652.16,57.37,82.06,0.823,-3.1,none
2026-02-01 09:58:17,cruise,360.43,9046.1,-0.16,0.13,0.13,81.85,724.47,1649.3,57.35,82.03,0.814,-3.1,none
2026-02-01 09:58:18,cruise,360.41,9046.1,-0.15,0.1,0.08,81.89,724.82,1648.2,57.2,82.0,0.807,-3.13,none
2026-02-01 09:58:19,cruise,360.23,9046.2,-0.14,0.09,0.06,81.87,724.9,1643.98,57.25,81.98,0.802,-3.07,none
2026-02-01 09:58:20,cruise,360.37,9046.4,-0.16,0.08,0.06,81.91,723.81,1641.57,57.15,81.96,0.798,-3.07,none
2026-02-01 09:58:21,cruise,360.39,9046.5,-0.14,0.17,0.06,81.94,723.81,1640.15,57.06,81.97,0.799,-3.01,none
2026-02-01 09:58:22,cruise,360.41,9046.5,-0.14,0.12,0.06,81.93,723.44,1642.49,57.18,81.95,0.797,-3.06,none
2026-02-01 09:58:23,cruise,360.18,9046.5,-0.15,0.16,-0.05,81.99,723.64,1642.48,57.15,81.99,0.795,-3.05,none
2026-02-01 09:58:24,cruise,360.16,9046.5,-0.14,0.15,-0.04,82.0,723.72,1640.92,57.14,82.0,0.795,-3.05,none
2026-02-01 09:58:25,cruise,359.87,9046.2,-0.13,0.1,-0.12,82.01,722.77,1637.2,57.09,81.97,0.794,-3.02,none
2026-02-01 09:58:26,cruise,359.87,9045.9,-0.14,0.07,-0.23,81.99,723.13,1638.47,56.98,81.97,0.797,-3.01,none
2026-02-01 09:58:27,cruise,359.97,9046.1,-0.11,0.04,-0.19,82.03,722.81,1638.97,56.98,81.95,0.799,-3.0,none
2026-02-01 09:58:28,cruise,360.11,9046.3,-0.12,0.03,-0.21,82.01,722.46,1641.49,56.83,81.94,0.803,-3.02,none
2026-02-01 09:58:29,cruise,360.21,9046.6,-0.11,0.03,-0.12,81.98,722.28,1641.52,56.86,81.95,0.799,-3.06,none
2026-02-01 09:58:30,cruise,360.23,9047.0,-0.08,-0.0,-0.11,81.97,722.65,1640.92,56.86,81.93,0.797,-3.08,none
2026-02-01 09:58:31,cruise,360.06,9046.7,-0.07,0.03,-0.05,81.98,721.71,1639.25,56.94,81.95,0.796,-3.08,none
2026-02-01 09:58:32,cruise,360.02,9046.6,-0.06,0.1,0.03,82.0,720.89,1639.92,56.9,81.97,0.795,-3.07,none
2026-02-01 09:58:33,cruise,359.92,9046.7,-0.07,0.02,0.04,82.03,720.24,1642.34,57.0,81.97,0.79,-3.15,none
2026-02-01 09:58:34,cruise,359.78,9046.3,-0.06,0.02,0.03,82.05,720.95,1641.9,56.92,81.99,0.797,-3.17,none
2026-02-01 09:58:35,cruise,359.87,9046.6,-0.04,0.03,0.04,82.08,721.14,1644.37,56.95,81.94,0.797,-3.18,none
2026-02-01 09:58:36,cruise,359.97,9046.7,0.0,0.08,0.04,82.04,721.86,1640.36,56.96,81.95,0.805,-3.13,none
2026-02-01 09:58:37,cruise,360.02,9046.8,-0.03,0.09,0.02,82.04,722.07,1641.59,56.92,82.01,0.802,-3.14,none
2026-02-01 09:58:38,cruise,359.91,9046.3,-0.04,0.09,0.07,82.07,721.47,1637.8,56.92,82.02,0.803,-3.16,none
2026-02-01 09:58:39,cruise,360.12,9046.8,-0.03,0.03,0.02,82.1,722.37,1637.62,56.88,81.99,0.793,-3.13,none
2026-02-01 09:58:40,cruise,360.37,9047.0,-0.04,0.12,0.05,82.16,722.19,1633.63,56.98,81.98,0.793,-3.16,none
2026-02-01 09:58:41,cruise,360.28,9046.7,-0.04,0.2,0.12,82.11,721.92,1631.2,56.97,82.03,0.785,-3.15,none
2026-02-01 09:58:42,cruise,360.36,9046.6,-0.09,0.31,0.01,82.12,722.16,1633.54,57.02,82.07,0.784,-3.15,none
2026-02-01 09:58:43,cruise,360.35,9046.0,-0.11,0.33,-0.02,82.11,722.35,1635.72,57.0,82.08,0.786,-3.08,none
2026-02-01 09:58:44,cruise,360.57,9045.6,-0.13,0.3,0.03,82.18,722.26,1637.6,56.94,82.1,0.791,-3.11,none
2026-02-01 09:58:45,cruise,360.44,9045.2,-0.11,0.29,0.04,82.22,723.21,1640.04,57.01,82.13,0.794,-3.11,none
2026-02-01 09:58:46,cruise,360.26,9045.1,-0.12,0.24,0.01,82.16,722.28,1641.57,57.02,82.13,0.793,-3.09,none
2026-02-01 09:58:47,cruise,359.88,9044.6,-0.1,0.27,0.03,82.23,722.47,1639.42,56.98,82.13,0.792,-3.06,none
2026-02-01 09:58:48,cruise,360.12,9044.9,-0.09,0.21,0.14,82.21,722.02,1640.73,57.02,82.12,0.792,-3.1,none
2026-02-01 09:58:49,cruise,360.15,9044.5,-0.1,0.23,0.1,82.19,721.97,1641.0,57.03,82.1,0.795,-3.09,none
2026-02-01 09:58:50,cruise,360.3,9044.2,-0.13,0.23,0.07,82.19,721.95,1643.72,57.0,82.13,0.789,-3.13,none
2026-02-01 09:58:51,cruise,360.37,9044.2,-0.13,0.26,0.08,82.18,721.7,1645.47,56.94,82.16,0.786,-3.14,none
2026-02-01 09:58:52,cruise,360.4,9044.6,-0.11,0.27,0.08,82.16,721.78,1646.66,56.95,82.16,0.786,-3.13,none
2026-02-01 09:58:53,cruise,360.28,9044.7,-0.12,0.27,0.05,82.17,721.43,1647.1,57.01,82.15,0.781,-3.14,none
2026-02-01 09:58:54,cruise,360.2,9045.0,-0.14,0.28,0.03,82.16,722.09,1648.5,56.96,82.21,0.785,-3.1,none
2026-02-01 09:58:55,cruise,360.2,9044.8,-0.14,0.3,0.0,82.19,721.61,1648.14,56.95,82.24,0.788,-3.05,none
2026-02-01 09:58:56,cruise,360.06,9044.8,-0.12,0.25,-0.03,82.16,721.63,1652.02,56.96,82.22,0.788,-3.08,none
2026-02-01 09:58:57,cruise,360.1,9045.4,-0.11,0.25,0.02,82.15,721.9,1652.78,56.91,82.21,0.798,-3.1,none
2026-02-01 09:58:58,cruise,360.06,9045.2,-0.11,0.23,-0.01,82.14,722.43,1651.29,56.91,82.2,0.803,-3.09,none
2026-02-01 09:58:59,cruise,360.26,9044.9,-0.12,0.21,-0.07,82.09,721.12,1655.67,56.95,82.15,0.793,-3.1,none
2026-02-01 09:59:00,cruise,360.13,9044.5,-0.16,0.24,-0.03,82.05,719.86,1655.42,56.93,82.19,0.788,-3.09,none
2026-02-01 09:59:01,cruise,360.23,9044.4,-0.16,0.22,-0.0,82.05,719.85,1656.86,56.92,82.17,0.784,-3.09,none
2026-02-01 09:59:02,cruise,360.2,9044.9,-0.14,0.25,0.02,82.07,720.09,1658.59,56.93,82.12,0.783,-3.1,none
2026-02-01 09:59:03,cruise,360.14,9044.7,-0.13,0.24,-0.05,82.04,720.55,1657.04,56.96,82.12,0.786,-3.06,none
2026-02-01 09:59:04,cruise,359.91,9045.2,-0.14,0.27,-0.09,81.98,719.71,1658.14,57.03,82.11,0.792,-3.1,none
2026-02-01 09:59:05,cruise,359.67,9044.9,-0.09,0.24,-0.14,81.98,719.26,1664.87,56.94,82.08,0.796,-3.05,none
2026-02-01 09:59:06,cruise,359.77,9045.2,-0.08,0.13,-0.16,82.01,719.15,1667.53,56.93,82.04,0.804,-3.05,none
2026-02-01 09:59:07,cruise,359.72,9044.8,-0.07,0.13,-0.15,82.01,719.48,1666.43,56.89,82.0,0.805,-3.06,none
2026-02-01 09:59:08,cruise,359.74,9044.9,-0.04,0.08,-0.2,82.0,719.08,1661.97,56.98,82.01,0.805,-3.08,none
2026-02-01 09:59:09,cruise,359.53,9045.3,-0.03,0.11,-0.25,81.98,719.21,1662.39,57.0,81.98,0.805,-3.09,none
2026-02-01 09:59:10,cruise,359.66,9045.4,-0.05,0.1,-0.19,82.0,719.56,1664.56,57.0,81.95,0.805,-3.09,none
2026-02-01 09:59:11,cruise,359.78,9045.6,-0.09,0.03,-0.1,82.05,719.86,1661.51,57.06,81.97,0.803,-3.07,none
2026-02-01 09:59:12,cruise,359.97,9046.0,-0.08,0.02,-0.23,82.03,719.68,1662.8,56.99,82.05,0.81,-3.08,none
2026-02-01 09:59:13,cruise,359.84,9045.7,-0.08,0.04,-0.32,81.96,719.34,1658.81,56.97,82.03,0.814,-3.07,none
2026-02-01 09:59:14,cruise,359.86,9046.0,-0.1,0.06,-0.32,81.98,718.72,1660.09,56.97,82.04,0.815,-3.08,none
2026-02-01 09:59:15,cruise,359.6,9046.2,-0.04,0.03,-0.34,82.02,718.88,1660.62,57.0,82.04,0.819,-3.07,none
2026-02-01 09:59:16,cruise,359.78,9046.6,-0.05,0.03,-0.26,82.02,719.0,1658.85,57.15,82.02,0.816,-3.07,none
2026-02-01 09:59:17,cruise,359.59,9046.3,-0.09,-0.06,-0.34,82.0,719.24,1659.28,57.17,82.06,0.819,-3.04,none
2026-02-01 09:59:18,cruise,359.63,9046.4,-0.09,-0.07,-0.35,82.02,719.7,1659.08,57.1,82.05,0.824,-3.01,none
2026-02-01 09:59:19,cruise,359.68,9046.4,-0.04,0.0,-0.35,82.03,718.89,1660.13,57.07,81.99,0.822,-3.03,none
2026-02-01 09:59:20,cruise,359.5,9046.0,-0.01,0.01,-0.31,82.01,719.99,1660.81,57.12,81.98,0.824,-3.08,none
2026-02-01 09:59:21,cruise,359.53,9046.7,-0.02,-0.01,-0.3,82.02,719.67,1658.39,57.14,81.95,0.819,-3.06,none
2026-02-01 09:59:22,cruise,359.54,9046.3,-0.06,-0.04,-0.35,81.98,719.47,1660.44,57.14,81.95,0.82,-3.04,none
2026-02-01 09:59:23,cruise,359.51,9046.6,-0.07,0.03,-0.31,81.97,719.28,1658.34,57.16,81.95,0.82,-3.01,none
2026-02-01 09:59:24,cruise,359.38,9047.1,-0.05,0.05,-0.25,82.0,719.8,1655.77,57.14,81.99,0.821,-2.99,none
2026-02-01 09:59:25,cruise,359.42,9047.5,-0.04,0.02,-0.25,82.05,720.75,1654.54,57.1,81.96,0.825,-3.01,none
2026-02-01 09:59:26,cruise,359.4,9047.3,-0.05,0.03,-0.24,82.07,721.0,1654.91,57.07,81.99,0.823,-3.0,none
2026-02-01 09:59:27,cruise,359.46,9046.9,-0.07,0.01,-0.18,82.02,720.67,1652.93,57.08,82.01,0.826,-3.01,none
2026-02-01 09:59:28,cruise,359.56,9047.6,-0.06,0.01,-0.13,82.02,720.99,1655.2,57.03,82.04,0.828,-3.01,none
2026-02-01 09:59:29,cruise,359.52,9046.6,-0.03,0.05,-0.15,82.06,721.27,1655.67,56.89,82.06,0.827,-2.97,none
2026-02-01 09:59:30,cruise,359.4,9046.6,-0.04,0.04,-0.18,82.02,721.42,1651.94,56.93,82.05,0.822,-3.0,none
2026-02-01 09:59:31,cruise,359.29,9046.4,-0.05,0.07,-0.19,81.97,721.6,1653.89,57.01,82.02,0.826,-3.05,none
2026-02-01 09:59:32,cruise,359.26,9046.9,-0.02,0.03,-0.07,81.97,722.04,1654.71,56.99,82.0,0.824,-3.08,none
